datetime,portfolio_value,cash,return
2022-04-18 09:30:00-04:00,100000.0,100000.0,
2022-04-19 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-20 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-21 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-22 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-23 09:30:00-04:00,100000.0,149807.74041748047,0.0
2022-04-25 09:30:00-04:00,101509.35888671875,149807.74041748047,0.01509358886718748
2022-04-26 09:30:00-04:00,101263.12194824219,149807.74041748047,-0.0024257560206971673
2022-04-27 09:30:00-04:00,102242.38153076172,149807.74041748047,0.009670446295543256
2022-04-28 09:30:00-04:00,100757.67614746094,224910.93865966797,-0.014521428013236193
2022-04-29 09:30:00-04:00,100029.68298339844,337240.0809326172,-0.007225188113678449
2022-04-30 09:30:00-04:00,100029.68298339844,337240.0809326172,0.0
2022-05-02 09:30:00-04:00,106480.87683105469,337240.0809326172,0.06449279509090244
2022-05-03 09:30:00-04:00,104834.47546386719,337240.0809326172,-0.015461944117906912
2022-05-04 09:30:00-04:00,103675.28845214844,337240.0809326172,-0.0110573073083986
2022-05-05 09:30:00-04:00,99492.08776855469,337240.0809326172,-0.04034906240482283
2022-05-06 09:30:00-04:00,107024.07751464844,337240.0809326172,0.07570440941610523
2022-05-07 09:30:00-04:00,107024.07751464844,337240.0809326172,0.0
2022-05-09 09:30:00-04:00,110384.07751464844,337240.0809326172,0.031394804590024306
2022-05-10 09:30:00-04:00,110725.68640136719,337240.0809326172,0.0030947297328585144
2022-05-11 09:30:00-04:00,114320.87683105469,337240.0809326172,0.03246934425545467
2022-05-12 09:30:00-04:00,119192.88366699219,337240.0809326172,0.04261694776132119
2022-05-13 09:30:00-04:00,115082.48571777344,337240.0809326172,-0.034485263069082284
2022-05-14 09:30:00-04:00,115082.48571777344,337240.0809326172,0.0
2022-05-16 09:30:00-04:00,113251.27478027344,337240.0809326172,-0.01591216010045904
2022-05-17 09:30:00-04:00,109583.28161621094,337240.0809326172,-0.032388096038468706
2022-05-18 09:30:00-04:00,111280.08093261719,337240.0809326172,0.015484107533381586
2022-05-19 09:30:00-04:00,119612.88366699219,337240.0809326172,0.07488135041365318
2022-05-20 09:30:00-04:00,117020.08093261719,337240.0809326172,-0.021676617558970324
2022-05-21 09:30:00-04:00,117020.08093261719,337240.0809326172,0.0
2022-05-23 09:30:00-04:00,117255.28845214844,337240.0809326172,0.0020099757037999044
2022-05-24 09:30:00-04:00,117406.48229980469,337240.0809326172,0.0012894416077271487
2022-05-25 09:30:00-04:00,117546.48229980469,337240.0809326172,0.0011924384178592096
2022-05-26 09:30:00-04:00,113984.87341308594,337240.0809326172,-0.03029957866059141
2022-05-27 09:30:00-04:00,108810.47888183594,337240.0809326172,-0.04539544920577121
2022-05-28 09:30:00-04:00,108810.47888183594,337240.0809326172,0.0
2022-05-31 09:30:00-04:00,105652.08776855469,337240.0809326172,-0.029026534445373953
2022-06-01 09:30:00-04:00,104744.87341308594,337240.0809326172,-0.008586809542809326
2022-06-02 09:30:00-04:00,107964.87341308594,337240.0809326172,0.030741361319910787
2022-06-03 09:30:00-04:00,106296.08435058594,337240.0809326172,-0.015456777836574842
2022-06-04 09:30:00-04:00,106296.08435058594,337240.0809326172,0.0
2022-06-06 09:30:00-04:00,104963.28161621094,337240.0809326172,-0.012538587310320315
2022-06-07 09:30:00-04:00,108704.07751464844,337240.0809326172,0.03563909055468928
2022-06-08 09:30:00-04:00,105439.28503417969,337240.0809326172,-0.03003376280920833
2022-06-09 09:30:00-04:00,108009.68298339844,337240.0809326172,0.02437799107216554
2022-06-10 09:30:00-04:00,116107.27819824219,337240.0809326172,0.07497101177575338
2022-06-11 09:30:00-04:00,116107.27819824219,505853.8430175781,0.0
2022-06-13 09:30:00-04:00,130941.8869934082,505853.8430175781,0.12776639867345208
