datetime,portfolio_value,cash,return
2023-05-22 09:30:00-04:00,100000.0,100000.0,
2023-05-23 09:30:00-04:00,100000.0,100000.0,0.0
2023-05-24 09:30:00-04:00,100000.0,100000.0,0.0
2023-05-25 09:30:00-04:00,100000.0,100000.0,0.0
2023-05-26 09:30:00-04:00,100000.0,100000.0,0.0
2023-05-27 09:30:00-04:00,100000.0,100000.0,0.0
2023-05-30 09:30:00-04:00,100000.0,100000.0,0.0
2023-05-31 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-01 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-02 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-03 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-05 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-06 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-07 09:30:00-04:00,100104.42935180664,74826.46920776367,0.0010442935180663415
2023-06-08 09:30:00-04:00,99997.04891967773,74826.46920776367,-0.0010726841242112428
2023-06-09 09:30:00-04:00,100194.10870361328,74826.46920776367,0.001970655994996795
2023-06-10 09:30:00-04:00,100194.10870361328,74826.46920776367,0.0
2023-06-12 09:30:00-04:00,100250.75,74826.46920776367,0.0005653156370128976
2023-06-13 09:30:00-04:00,100061.55026245117,118780.31057739258,-0.0018872650583544592
2023-06-14 09:30:00-04:00,99988.8801574707,118780.31057739258,-0.0007262540385378768
2023-06-15 09:30:00-04:00,100018.12115478516,118780.31057739258,0.00029244249228921326
2023-06-16 09:30:00-04:00,99730.45104980469,118780.31057739258,-0.0028761798528016413
2023-06-17 09:30:00-04:00,99730.45104980469,118780.31057739258,0.0
2023-06-20 09:30:00-04:00,99899.52605249024,118709.87657739258,0.0016953197434264045
2023-06-21 09:30:00-04:00,99954.99641992188,118709.87657739258,0.0005552615675323835
2023-06-22 09:30:00-04:00,100050.02605249024,118709.87657739258,0.000950724185603713
2023-06-23 09:30:00-04:00,100093.88689233399,118709.87657739258,0.0004383890896813014
2023-06-24 09:30:00-04:00,100093.88689233399,118709.87657739258,0.0
2023-06-26 09:30:00-04:00,100107.21678735352,118709.87657739258,0.00013317391734291029
2023-06-27 09:30:00-04:00,100118.82631494141,118709.87657739258,0.00011597093556758864
2023-06-28 09:30:00-04:00,100002.72710229493,118709.87657739258,-0.0011596141996438325
2023-06-29 09:30:00-04:00,100064.60735131837,70419.32793237305,0.0006187856153176963
2023-06-30 09:30:00-04:00,99845.40691186524,117503.00700952149,-0.0021905891129271327
2023-07-01 09:30:00-04:00,99845.40691186524,117503.00700952149,0.0
2023-07-03 09:30:00-04:00,99786.20647241212,117503.00700952149,-0.0005929210094299808
2023-07-04 09:30:00-04:00,99786.20647241212,117503.00700952149,0.0
2023-07-05 09:30:00-04:00,99826.60686303712,117503.00700952149,0.00040486949101703473
2023-07-06 09:30:00-04:00,99926.20647241212,117503.00700952149,0.0009977260823024192
2023-07-07 09:30:00-04:00,99957.80681420899,117503.00700952149,0.0003162367802445054
2023-07-08 09:30:00-04:00,99957.80681420899,117503.00700952149,0.0
2023-07-10 09:30:00-04:00,99975.80730249024,117503.00700952149,0.00018008086466636541
2023-07-11 09:30:00-04:00,99885.00652124024,117503.00700952149,-0.0009082275372407356
2023-07-12 09:30:00-04:00,99647.40642358399,117503.00700952149,-0.0023787363682629126
2023-07-13 09:30:00-04:00,99587.00725366212,117503.00700952149,-0.000606128870681566
2023-07-14 09:30:00-04:00,99483.80657006837,117503.00700952149,-0.0010362866245280378
2023-07-15 09:30:00-04:00,99483.80657006837,117503.00700952149,0.0
2023-07-17 09:30:00-04:00,99537.80681420899,117503.00700952149,0.0005428043618596057
2023-07-18 09:30:00-04:00,99626.85649682618,70344.35649682618,0.0008946317531730585
